adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,"[35, 18, 10402]",es,Como caído del cielo,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",1.0687,2019-12-24,8.24,359,"['Comedy', 'Drama', 'Music']"
False,"[12, 878, 28]",en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",17.3883,2019-04-24,8.24,26509,"['Adventure', 'Science Fiction', 'Action']"
False,"[16, 10751, 12, 35, 14]",en,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",4.632,2019-11-08,8.238,4310,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
False,"[12, 28, 878]",en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",28.8044,2018-04-25,8.237,30726,"['Adventure', 'Action', 'Science Fiction']"
False,"[10749, 18]",en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",7.4896,2019-03-14,8.235,5737,"['Romance', 'Drama']"
False,"[18, 10752]",ru,Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",5.2455,1985-10-17,8.234,1629,"['Drama', 'War']"
False,"[16, 878, 10751, 28]",en,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",3.6177,2024-06-14,8.23,335,"['Animation', 'Science Fiction', 'Family', 'Action']"
False,"[18, 36]",en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",15.2454,2018-11-16,8.23,12103,"['Drama', 'History']"
False,"[18, 35, 12]",it,Il sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1.4012,1962-12-05,8.23,801,"['Drama', 'Comedy', 'Adventure']"
False,"[28, 878]",en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",23.3427,1999-03-31,8.2,26565,"['Action', 'Science Fiction']"
False,[18],fr,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",1.9283,2014-09-19,8.228,2764,['Drama']
False,"[16, 10751, 12, 14]",en,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",4.2465,2022-12-25,8.227,644,"['Animation', 'Family', 'Adventure', 'Fantasy']"
False,"[16, 878, 10751, 28]",en,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",3.6177,2024-06-14,8.23,335,"['Animation', 'Science Fiction', 'Family', 'Action']"
False,"[16, 10751, 18, 14]",ja,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",3.8446,2012-07-21,8.221,2349,"['Animation', 'Family', 'Drama', 'Fantasy']"
False,"[28, 18, 12]",en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",17.5357,2000-05-04,8.22,19854,"['Action', 'Drama', 'Adventure']"
False,"[16, 28, 878, 12, 14]",en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",3.5898,2020-05-05,8.219,1500,"['Animation', 'Action', 'Science Fiction', 'Adventure', 'Fantasy']"
False,[10402],en,TAYLOR SWIFT | THE ERAS TOUR,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",2.9314,2023-10-13,8.218,451,['Music']
False,"[18, 36, 10752]",en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",13.8376,1998-07-24,8.218,16394,"['Drama', 'History', 'War']"
False,"[18, 9648, 80]",en,Witness for the Prosecution,An ailing barrister agrees to defend a man in a sensational murder trial where the unconvincing testimony of the defendant's wife becomes a subject of confusion.,3.9211,1957-12-17,8.217,1512,"['Drama', 'Mystery', 'Crime']"
False,"[16, 12, 14, 35, 10751]",en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",17.7689,2022-12-07,8.216,8282,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
False,"[16, 10751, 12, 14]",en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2.7851,2020-10-26,8.213,1274,"['Animation', 'Family', 'Adventure', 'Fantasy']"
False,"[18, 53, 10752]",en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",15.4545,2009-08-02,8.213,22991,"['Drama', 'Thriller', 'War']"
False,"[27, 53]",en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",13.8942,1980-05-23,8.211,18034,"['Horror', 'Thriller']"
False,"[18, 53]",ja,砂の女,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,2.7741,1964-02-15,8.2,478,"['Drama', 'Thriller']"
False,"[18, 10749]",en,The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",3.8694,2019-08-08,8.208,1532,"['Drama', 'Romance']"
False,"[16, 28, 14, 53]",ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",16.331,2020-10-16,8.207,4125,"['Animation', 'Action', 'Fantasy', 'Thriller']"
False,[18],en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",10.8712,2011-08-09,8.207,8604,['Drama']
False,"[27, 10402, 9648]",en,Michael Jackson's Thriller,"A night at the movies turns into a nightmare when Michael and his date are attacked by a horde of bloody-thirsty zombies. On top of the success of the Thriller album and Michael Jackson's electrifying performance at Motown 25, the short film/music video for ""Thriller"" established Jackson as an international superstar and global phenomenon. Thriller is credited for transforming music videos into a serious art form, breaking down racial barriers in popular entertainment, popularizing the making-of documentary format and creating a home video market. The success transformed Jackson into a dominant force in global pop culture. In 2009, it became the first music video inducted into the United States National Film Registry by the Library of Congress as ""culturally, historically or aesthetically significant"". ""Thriller"" was also Jackson's seventh and final U.S. Hot 100 Top 10 hit from the Thriller album. It was the first album in history to have seven U.S. Top 10s.",1.7372,1983-11-14,8.206,713,"['Horror', 'Music', 'Mystery']"
